Inputs,Tool Outputs
"Reply to the email from Jane with the summary of the PDF report \""QuarterlyReport.pdf\"" attached, and also send a quick SMS to John and Emma regarding the project update.","{'get_email_address': ['Jane'], 'open_and_get_file_path': ['QuarterlyReport.pdf'], 'summarize_pdf': ['$2'], 'get_phone_number': ['Emma'], 'reply_to_email': [['$1'], '$3', ['$2']], 'send_sms': [['$4', '$5'], 'Quick update: The project is on track. Check your email for the detailed quarterly report summary.'], 'join': []}"
"Open the file \""ExhibitionProgram.docx\"", show directions from \""Home\"" to \""Work\"" by walking, and create a calendar event for the team lesson tomorrow at 9:00 AM.","{'open_and_get_file_path': ['ExhibitionProgram.docx'], 'maps_show_directions': ['Home', 'Work', 'w'], 'create_calendar_event': ['Team Lesson', '2023-05-15 09:00:00', '2023-05-15 10:00:00', '', [], '', None], 'join': []}"
"Create a new note titled \""Weekend Trip Plans\"" with details on activities and routes in the \""Travel\"" folder. Also, append the packing list to the same note and look up directions from \""Home\"" to \""Camping Site\"" for driving.","{'create_note': ['Weekend Trip Plans', 'Activities and routes for the weekend trip will be detailed here.', 'Travel'], 'append_note_content': ['Weekend Trip Plans', 'Packing List: - Tent - Sleeping Bags - Flashlights - Food Supplies - Water Bottles - First Aid Kit - Hiking Gear - Maps', 'Travel'], 'maps_show_directions': ['Home', 'Camping Site', 'd'], 'join': []}"
"Create a note titled \""Recipe Ideas\"" in the \""Cooking\"" folder with some new recipe inspirations.","{'create_note': ['Recipe Ideas', 'New recipe inspirations will be added here.', 'Cooking'], 'join': []}"
"Open the note named \""Project Ideas\"" in the \""Creative\"" folder, then append the new brainstorming session notes to it. After that, compose a new email to Alice and Bob with the subject \""Brainstorming Session Recap\"" and attach the file \""ProjectSummary.pdf\"".","{'open_note': ['Project Ideas', 'Creative'], 'append_note_content': ['Project Ideas', 'New brainstorming session notes', 'Creative'], 'get_email_address': ['Bob'], 'open_and_get_file_path': ['ProjectSummary.pdf'], 'compose_new_email': [['$3', '$4'], [], 'Brainstorming Session Recap', '', ['$5']], 'join': []}"
"Create a new note titled \""Shopping List\"" with \""Eggs, Milk, Bread\"" in the \""Groceries\"" folder. Afterwards, open Apple Maps to find directions to \""Soho.\"" Don't forget to set a reminder to go shopping tomorrow.","{'create_note': ['Shopping List', 'Eggs, Milk, Bread', 'Groceries'], 'maps_show_directions': ['', 'Soho', 'd'], 'create_reminder': ['Go Shopping', '2025-01-06', 'Reminder to go shopping.', '', 0, True], 'join': []}"
"Open the file \""ShoppingList.txt\"", append \""Buy milk and eggs\"" to the note titled \""Grocery\"" in the \""Personal\"" folder, and create a reminder to \""Go grocery shopping\"" for tomorrow.","{'open_and_get_file_path': ['ShoppingList.txt'], 'append_note_content': ['Grocery', 'Buy milk and eggs', 'Personal'], 'create_reminder': ['Go grocery shopping', '2024-08-03 07:03:00', '', '', 0, True], 'join': []}"
"Add the study notes from the \""Biology Exam\"" document to the existing note titled \""Science Notes\"" in the \""School\"" folder.","{'open_and_get_file_path': ['Biology Exam'], 'summarize_pdf': ['$1'], 'append_note_content': ['Science Notes', '$2', 'School'], 'join': []}"
"Compose an email to Bob and Alice with the subject \""Rally Recap\"" and include the summary of the document \""ProjectRally.pdf\"" attached. Additionally, create a calendar event for the next team celebration titled \""Weekly Sync\"" on Monday at 9:00 AM.","{'get_email_address': ['Alice'], 'open_and_get_file_path': ['ProjectRally.pdf'], 'summarize_pdf': ['$3'], 'create_calendar_event': ['Weekly Sync', '2023-12-04 09:00:00', '2023-12-04 10:00:00', '', [], '', None], 'compose_new_email': [['$1', '$2'], [], 'Rally Recap', '$4', ['$3']], 'join': []}"
"Create a note titled \""Vacation Plans\"" with the itinerary details. Show directions from your current location to the hotel in Hawaii via walking. Next, schedule a wedding for tomorrow at 3:00 PM at the hotel with Emily and Mark, adding any additional notes about the wedding. Finally, compose an email to Jane with the subject \""Vacation Details\"" and include the map location in the email content.","{'create_note': ['Vacation Plans', 'Itinerary details will be added here.', ''], 'maps_show_directions': ['', 'hotel, Hawaii', 'w'], 'get_email_address': ['Jane'], 'create_calendar_event': ['Wedding', '2023-01-11 15:00:00', '2023-01-11 16:00:00', 'hotel, Hawaii', ['$3', '$4'], 'Additional notes about the wedding.', None], 'compose_new_email': [['$5'], [], 'Vacation Details', '$2', []], 'join': []}"
"Add the additional points on \""Literature Review\"" to your note in the \""Research\"" folder and send a message to James and Sarah about the upcoming show using the message \""Reminder: Debate tomorrow at 3 PM\"".","{'get_phone_number': ['Sarah'], 'append_note_content': ['Literature Review', ""Additional points on 'Literature Review'."", 'Research'], 'send_sms': [['$1', '$2'], 'Reminder: Debate tomorrow at 3 PM'], 'join': []}"
"Create a reminder to \""Buy Birthday Gift for Mom\"" due next Saturday with high priority, summarize the document \""GiftIdeas.pdf,\"" and show walking directions from \""Home\"" to \""Gift Shop\"" to plan your visit.","{'create_reminder': ['Buy Birthday Gift for Mom', '2024-09-16 00:00:00', '', '', 1, True], 'open_and_get_file_path': ['GiftIdeas.pdf'], 'summarize_pdf': ['$2'], 'maps_show_directions': ['Home', 'Gift Shop', 'w'], 'join': []}"
"Reply to the email from Alex with the reunion details shared earlier, adding Hannah to the CC list, and create a calendar event for the reunion next Monday at 2:00 PM at \""Starbucks.\""","{'get_email_address': ['Hannah'], 'create_calendar_event': ['Reunion', '2024-08-13 14:00:00', '2024-08-13 15:00:00', 'Starbucks', ['$1'], '', None], 'reply_to_email': [['$2'], 'Here are the details for the reunion as shared earlier.', []], 'join': []}"
"Find the email address for \""Emily\"" and send her the assignment details for tomorrow.","{'get_email_address': ['Emily'], 'compose_new_email': [['$1'], [], 'Assignment Details for Tomorrow', ""Here are the details for tomorrow's assignment."", []], 'join': []}"
"Create a reminder titled \""Exhibition with James\"" tomorrow at 2:00 PM, open the note \""Itinerary\"" in the \""Work\"" folder, and create a new note titled \""Exhibition Notes\"" for the discussion points.","{'create_reminder': ['Exhibition with James', '2028-10-02 14:00:00', '', '', 0, False], 'open_note': ['Itinerary', 'Work'], 'create_note': ['Exhibition Notes', 'Discussion points for the exhibition will be added here.', ''], 'join': []}"
"Create a note titled \""Recipe Ideas\"" with different meal suggestions for the upcoming dinner party in the \""Cooking\"" folder.","{'create_note': ['Recipe Ideas', 'Different meal suggestions for the upcoming dinner party will be added here.', 'Cooking'], 'join': []}"
"Create a calendar event titled \""Team Party\"" tomorrow at 2:00 PM with Sarah, Mark, and Jane as invitees at the office. Then, compose a new email to attendees with the calendar attached, including the location map in the email.","{'get_email_address': ['Jane'], 'create_calendar_event': ['Team Party', '2022-01-15 14:00:00', '2022-01-15 15:00:00', 'the office', ['$1', '$2', '$3'], '', None], 'maps_open_location': ['the office'], 'compose_new_email': [['$1', '$2', '$3'], [], 'Invitation: Team Party', 'Please join us for the Team Party tomorrow at 2:00 PM at the office. Find the location map attached for your convenience.', ['$4', '$5']], 'join': []}"
"Open directions to Addison Park in Apple Maps and add the activity schedule for tomorrow to the note \""Weekend Plans\"" in the \""Personal\"" folder.","{'maps_show_directions': ['', 'Addison Park', 'd'], 'append_note_content': ['Weekend Plans', 'Activity schedule for tomorrow added.', 'Personal'], 'join': []}"
Send an email to Sarah with the updated presentation attached.,"{'get_email_address': ['Sarah'], 'open_and_get_file_path': ['updated presentation'], 'compose_new_email': [['$1'], [], 'Updated Presentation', 'Please find the attached updated presentation.', ['$2']], 'join': []}"
"Summarize the content of the \""ResearchPaper.pdf\"" document and create a new note titled \""Research Summary\"" in the \""Academic\"" folder with the summary. After that, compose a new email to John.Doe@gmail.com with the subject \""Research Summary\"" and attach the \""Research Summary\"" note.","{'open_and_get_file_path': ['ResearchPaper.pdf'], 'summarize_pdf': ['$1'], 'create_note': ['Research Summary', '$2', 'Academic'], 'compose_new_email': [['John.Doe@gmail.com'], [], 'Research Summary', 'Please find the summarized content of the research paper in the attached note.', ['$3']], 'join': []}"
"Reply to the email from Emma regarding the project status, attach the presentation slides, and summarize the attached PDF.","{'open_and_get_file_path': ['attached PDF'], 'summarize_pdf': ['$2'], 'reply_to_email': [[], 'Here is the summary for the attached PDF:\n\n$3', ['$1']], 'join': []}"
"Open the note \""Tournament Notes\"" in the \""Work\"" folder, append the key points discussed during the marketing presentation, and then compose a new email to Canberk, Alice, and Jake with the updated notes attached.","{'get_email_address': ['Jake'], 'open_note': ['Tournament Notes', 'Work'], 'append_note_content': ['Tournament Notes', 'Key points discussed during the marketing presentation:', 'Work'], 'compose_new_email': [['$1', '$2', '$3'], [], 'Updated Tournament Notes', ""Please find attached the updated 'Tournament Notes' with the key points from the recent marketing presentation."", ['$4']], 'join': []}"
"Compose a new email to Alice, Bob, and Charlie with the subject \""Reunion Program\"" and attach the document \""ReunionNotes.docx.\"" Additionally, include the location of 'Starbucks' in the context for this concert.","{'get_email_address': ['Charlie'], 'open_and_get_file_path': ['ReunionNotes.docx'], 'maps_open_location': ['Starbucks'], 'compose_new_email': [['$1', '$2', '$3'], [], 'Reunion Program', '$5', ['$4']], 'join': []}"
Reply to the email from John.Doe@company.com with the updated report attached.,"{'open_and_get_file_path': ['updated report'], 'reply_to_email': [[], 'Please find the attached updated report.', ['$1']], 'join': []}"
"Schedule a match titled \""Team Check-in\"" with Marie and John for next Monday at 2:00 PM at the office, and set a reminder to prepare the match program by the end of the week.","{'get_email_address': ['John'], 'create_calendar_event': ['Team Check-in', '2028-12-18 14:00:00', '2028-12-18 15:00:00', 'the office', ['$1', '$2'], '', None], 'create_reminder': ['Prepare match program', '2028-12-15', '', '', 0, True], 'join': []}"
"Open Apple Maps to find directions to \""Lincoln Center, New York City\"".","{'maps_show_directions': ['', 'Lincoln Center, New York City', 'd'], 'join': []}"
"Forward the email with the attachment \""ProtestDetails.pdf\"" to Aaron, Hannah, and Sarah for review.","{'get_email_address': ['Sarah'], 'open_and_get_file_path': ['ProtestDetails.pdf'], 'forward_email': [['$1', '$2', '$3'], [], '', ['$4']], 'join': []}"
"Send a reminder to Dad, Mom, and Sarah about the upcoming family dinner tomorrow at 7:00 PM.","{'get_phone_number': ['Sarah'], 'send_sms': [['$1', '$2', '$3'], 'Hi! Just a reminder about our family dinner tomorrow at 7:00 PM. Looking forward to it!'], 'join': []}"
"Summarize the \""ResearchPaper.pdf\"" and then compose a new email to Jane and Mark with the subject \""Research Summary\"" and attach the summary of the paper to the email.","{'get_email_address': ['Mark'], 'open_and_get_file_path': ['ResearchPaper.pdf'], 'summarize_pdf': ['$3'], 'compose_new_email': [['$1', '$2'], [], 'Research Summary', 'Please find attached the summary of the research paper.', ['$4']], 'join': []}"
"Summarize the content of the file \""Research_Paper.pdf\"".","{'open_and_get_file_path': ['Research_Paper.pdf'], 'summarize_pdf': ['$1'], 'join': []}"
"Please forward the email with the subject \""Weekly Newsletter\"" to Alice and Bob with the summary of the attached document \""Financial_Report.pdf\"".","{'get_email_address': ['Bob'], 'open_and_get_file_path': ['Financial_Report.pdf'], 'summarize_pdf': ['$3'], 'forward_email': [['$1', '$2'], [], '$4', []], 'join': []}"
"Send a reminder about the study group presentation tomorrow at 3 PM to Mary, Sam, and Alex through SMS.","{'get_phone_number': ['Alex'], 'send_sms': [['$1', '$2', '$3'], 'Reminder: Study group presentation scheduled for tomorrow at 3 PM.'], 'join': []}"
"Create a note titled \""Town hall Preparation\"" with notes on the discussion points for the upcoming performance in the \""Work\"" folder.","{'create_note': ['Town hall Preparation', 'Discussion points for the upcoming performance will be added here.', 'Work'], 'join': []}"
"Create a reminder to buy party supplies for Susan's birthday next Sunday, compose an email to Mary and John regarding the gift contributions with the event details, include a map location of the party venue in the email, and create a calendar event for the birthday party with attendees.","{'create_reminder': ['Buy party supplies', '2027-09-05', ""Buy party supplies for Susan's birthday."", '', 0, True], 'get_email_address': ['John'], 'maps_open_location': ['party venue'], 'create_calendar_event': [""Susan's Birthday Party"", '2027-09-05 00:00:00', '2027-09-05 23:59:59', 'party venue', ['$2', '$3'], '', None], 'compose_new_email': [['$2', '$3'], [], ""Contribution for Susan's Birthday Gift"", ""Hi Mary and John,\n\nWe're organizing a birthday party for Susan next Sunday. We are also planning to buy her a group gift. Please let me know if you can contribute to the gift. Find the details of the event and the location map attached."", ['$4']], 'join': []}"
